url,label,title,comments,created_time,updated_time,closed_time
https://github.com/OpenMined/PySyft/issues/3800,"['bug ', 'status: stale :bread:']",Createplan script in notebook fails,1,2020-06-30 10:21:31,2020-08-07 00:10:28,2020-08-07 00:10:28
https://github.com/OpenMined/PySyft/issues/3796,"['bug ', 'status: stale :bread:']",add_dataset() function doesn't exist in websocket_server,2,2020-06-30 01:05:56,2020-08-20 00:10:39,2020-08-20 00:10:39
https://github.com/OpenMined/PySyft/issues/3794,"['bug ', 'status: stale :bread:']",PyGrid example do not work ,1,2020-06-29 07:08:35,2020-08-06 00:09:45,2020-08-06 00:09:45
https://github.com/OpenMined/PySyft/issues/3786,"['bug ', 'status: stale :bread:']",Cifar10 accuracy with resnet18 on a single client is stuck at 75%,1,2020-06-25 17:30:16,2020-08-02 00:09:51,2020-08-02 00:09:51
https://github.com/OpenMined/PySyft/issues/3778,"['bug ', 'status: stale :bread:']",argument of type 'WindowsPath' is not iterable,1,2020-06-24 07:53:26,2020-08-01 00:09:36,2020-08-01 00:09:36
https://github.com/OpenMined/PySyft/issues/3774,['bug '],Connection Refused Error,1,2020-06-23 09:59:53,2020-06-24 02:46:17,2020-06-24 02:46:17
https://github.com/OpenMined/PySyft/issues/3762,"['bug ', 'status: stale :bread:']",ModuleNotFoundError: No module named 'pythreepio',10,2020-06-22 03:44:18,2020-12-21 00:16:22,2020-12-21 00:16:22
https://github.com/OpenMined/PySyft/issues/3716,[],error: symbol not found,2,2020-06-18 02:30:02,2020-06-22 06:14:03,2020-06-22 06:13:51
https://github.com/OpenMined/PySyft/issues/3712,"['bug ', 'priority: 1 - immediate :fire:', 'severity: 1 - critical :fire:']",Unable to import syft from master branch,1,2020-06-16 19:05:01,2020-06-19 12:24:17,2020-06-19 12:24:17
https://github.com/OpenMined/PySyft/issues/3707,"['bug ', 'status: stale :bread:']",FederatedDataLoader returns one batch too much,1,2020-06-14 16:29:47,2020-07-24 00:08:58,2020-07-24 00:08:58
https://github.com/OpenMined/PySyft/issues/3706,"['bug ', 'status: stale :bread:']",Part 2 of the Grid Tutorials Series throws TypeError in Step 2.2,4,2020-06-14 15:44:30,2020-08-16 00:10:41,2020-08-16 00:10:41
https://github.com/OpenMined/PySyft/issues/3688,"['bug ', 'status: stale :bread:']",Error handling when CrypTen computation crashes,1,2020-06-10 09:51:17,2020-08-16 00:10:44,2020-08-16 00:10:44
https://github.com/OpenMined/PySyft/issues/3671,"['bug ', 'priority: 1 - immediate :fire:']",FV cipher-text data change during decryption.,1,2020-06-05 17:31:25,2020-06-06 05:29:34,2020-06-06 05:29:34
https://github.com/OpenMined/PySyft/issues/3667,"['bug ', 'status: stale :bread:', 'question ']",Train models with new approch of grid,1,2020-06-03 19:30:34,2020-07-21 00:08:58,2020-07-21 00:08:57
https://github.com/OpenMined/PySyft/issues/3648,"['bug ', 'status: stale :bread:']",Cannot serialize NodeClient when `test_mul_shared_tensors()` using GridNode as remote server,6,2020-05-31 17:47:10,2020-08-23 00:12:28,2020-08-23 00:12:28
https://github.com/OpenMined/PySyft/issues/3632,"['bug ', 'status: stale :bread:', 'status: investigating :mag:']",The MNIST train failed after several iterations with error 'typeError: addcmul...',2,2020-05-29 08:48:54,2020-07-06 00:08:19,2020-07-06 00:08:19
https://github.com/OpenMined/PySyft/issues/3624,"['bug ', 'status: stale :bread:', 'status: investigating :mag:']",ERROR: Could not find a version that satisfies the requirement websockets~=8.1.0 (from syft[udacity]),6,2020-05-28 13:57:36,2020-07-06 00:08:21,2020-07-06 00:08:21
https://github.com/OpenMined/PySyft/issues/3580,"['bug ', 'status: stale :bread:']",torch.tensor.size() function may get wrong shape after the tensor is sending to a gpu.,2,2020-05-21 08:02:51,2020-06-28 00:07:09,2020-06-28 00:07:09
https://github.com/OpenMined/PySyft/issues/3579,[],pate error,1,2020-05-21 05:54:36,2020-05-21 06:06:49,2020-05-21 06:06:49
https://github.com/OpenMined/PySyft/issues/3562,"['bug ', 'status: stale :bread:', 'status: investigating :mag:']",Error: add_() takes 1 positional argument but 2 were given,2,2020-05-20 14:39:26,2020-07-06 00:08:25,2020-07-06 00:08:25
https://github.com/OpenMined/PySyft/issues/3558,['bug '],'VirtualWorker' object has no attribute '_tensors' in tutorial - 9,3,2020-05-20 07:25:12,2020-05-20 17:08:25,2020-05-20 17:08:25
https://github.com/OpenMined/PySyft/issues/3547,[],torch.autograd.grad support/usage in PySyft?,2,2020-05-18 18:10:23,2020-06-21 20:42:08,2020-05-29 00:24:39
https://github.com/OpenMined/PySyft/issues/3546,"['bug ', 'good first issue :mortar_board:']",Jupyter bug due to Tornado when following readme pre-installation,8,2020-05-18 16:07:40,2020-05-28 17:11:55,2020-05-28 17:11:55
https://github.com/OpenMined/PySyft/issues/3542,"['bug ', 'status: stale :bread:']",Assignment operator *= gives the wrong result! (for AdditiveSharingTensors),2,2020-05-18 05:48:56,2020-07-20 08:15:54,2020-06-28 00:07:13
https://github.com/OpenMined/PySyft/issues/3541,"['bug ', 'status: stale :bread:']",tensor.prod() does not return the right result (on an AdditiveSharingTensor) ,2,2020-05-18 05:02:16,2020-07-20 08:15:43,2020-06-28 00:07:14
https://github.com/OpenMined/PySyft/issues/3540,"['bug ', 'status: stale :bread:']",Error when testing equality of AdditiveSharingTensors (without a crypto_provider?),10,2020-05-18 04:07:20,2020-06-28 00:07:15,2020-06-28 00:07:15
https://github.com/OpenMined/PySyft/issues/3527,"['bug ', 'refactor ', 'status: stale :bread:', 'status: investigating :mag:']",`__del__` of ObjectPointers on Python shutdown throws errors ,7,2020-05-14 06:37:51,2020-07-06 00:08:28,2020-07-06 00:08:28
https://github.com/OpenMined/PySyft/issues/3516,[],Update how rank_to_worker_id is stored in workers,1,2020-05-13 13:52:52,2020-06-18 12:42:27,2020-06-18 12:42:27
https://github.com/OpenMined/PySyft/issues/3514,"['bug ', 'status: stale :bread:', 'status: investigating :mag:']","model.copy().get() cause ""clone() got an unexpected keyword argument 'memory_format'"" error",3,2020-05-13 11:03:44,2020-07-15 20:03:27,2020-07-05 00:08:44
